Job,Job Id,Company,Date Opened,Location,Status,Type,Owners,Description
Special Internal Roles,519870,Hippo Insurance,10-13-20,Palo Alto; CA,Inactive,Full Time,Austin Jared,
Manager of Modeling,519818,Hippo Insurance,10-13-20,Palo Alto; CA,Inactive,Full Time,Austin Jared,
Actuarial - Pooling Req,519817,Hippo Insurance,11-11-20,San Francisco; CA,Inactive,Full Time,Austin Jared,
Actuarial Analyst - Personal Lines Pricing,519780,Hippo Insurance,10-13-20,Palo Alto; CA,Inactive,Full Time,jacobgalecki,"Our Silicon Valley Client is seeking an Actuarial Analyst to
disrupt the traditional insurance market; in a dynamic fast
moving environment.
You will play an important role as your analytical horsepower
will help impact change at the company and ultimately for
customers. Our client is NOT hierarchical and the team is
growing; so this is a great chance to jump in; especially if you
like to solve problems and are internally motivated. Every good
disruptor has a great understanding of their competition and big
ideas...the same is expected of you; as you will combine your
actuarial; insurance and competitive intelligence to be an
effective member of the team.

Responsibilities:

* Data Analysis and Synthesizing
* Pricing Indications and Rate monitoring
* Statistical Insurance Reviews
* Competitive Analysis
* Pricing and Underwriting Rate Level Indications
* Cross Functional Collaboration
* Reporting Models and Metrics
* Analysis and Performance Reviews for Internal and External
Stakeholders
* Analysis for Rate-making/indications; product development and
reserving
* Data Science Integration into Analysis

Must Have Qualifications:

* Minimum of three (3) years of relevant / related actuarial
experience including detailed understanding of expense components
and trends including permissible loss ratio (PLR); reinsurance
allocations; claims trends; and other key metrics
* Processing and mathematical skills
* Ability to structure and conduct analysis on unstructured
and/or limited data
* Statistical analytical skills using SQL and Excel skills. R;
SAS; or STATA
* Flexibility
* Agility
* Prioritization
* Intellectual Curiosity
* Collaborative
* Autonomous
* Self Motivated

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Our Silicon Valley Client is seeking an Actuarial
Analyst to disrupt the traditional insurance market; in a dynamic
fast moving environment.
You will play an important role as your analytical horsepower
will help impact change at the company and ultimately for
customers. Our client is NOT hierarchical and the team is
growing; so this is a great chance to jump in; especially if you
like to solve problems and are internally motivated. Every good
disruptor has a great understanding of their competition and big
ideas...the same is expected of you; as you will combine your
actuarial; insurance and competitive intelligence to be an
effective member of the team.

Responsibilities:

Data Analysis and Synthesizing
Pricing Indications and Rate monitoring
Statistical Insurance Reviews
Competitive Analysis
Pricing and Underwriting Rate Level Indications
Cross Functional Collaboration
Reporting Models and Metrics
Analysis and Performance Reviews for Internal and External
Stakeholders
Analysis for Rate-making/indications; product development and
reserving
Data Science Integration into Analysis
Must Have Qualifications:

Minimum of three (3) years of relevant / related actuarial
experience including detailed understanding of expense components
and trends including permissible loss ratio (PLR); reinsurance
allocations; claims trends; and other key metrics
Processing and mathematical skills
Ability to structure and conduct analysis on unstructured and/or
limited data
Statistical analytical skills using SQL and Excel skills. R; SAS;
or STATA
Flexibility
Agility
Prioritization
Intellectual Curiosity
Collaborative
Autonomous
Self Motivated
Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Head of Actuarial Pricing - InsurTech,519739,Hippo Insurance,11-11-20,Palo Alto; CA,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Bay Area InsurTech client is seeking a Director of Pricing to
lead its growing team. While you are leading a team of actuaries
and analysts in support of pricing models and risk frameworks;
you’re really a data scientist / modeler at heart and in
practice. There’s no challenge too big or too small that you
can’t solve with a programming language such as Python or R and
you likely will have several statistical models up your sleeve.
You’re not just a technical wizard though; you’re comfortable
devising strategies and find it easy to communicate your vision
to any level within the company.

Responsibilities

* Create and assess pricing models using contemporary techniques
* Analyze model performance; and communicate observations to
internal stakeholders
* Utilize both internal and external data sources while using
innovative techniques to improve your analysis
* Manage and develop junior level team members
* Cross functional collaboration

Qualifications

* A minimum of twelve (12) years of work experience in Property
and Casualty (P&C) Insurance
* Advanced skill in creating; proving; and implementing
analytical techniques to solve business related problems
* R and Python skills
* Ideadatation of new products and ability to support product
improvements

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.

Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Bay Area InsurTech client is seeking a Director of Pricing to
lead its growing team. While you are leading a team of actuaries
and analysts in support of pricing models and risk frameworks;
you?re really a data scientist / modeler at heart and in
practice. There?s no challenge too big or too small that you
can?t solve with a programming language such as Python or R and
you likely will have several statistical models up your sleeve.
You?re not just a technical wizard though; you?re comfortable
devising strategies and find it easy to communicate your vision
to any level within the company.

Responsibilities

Create and assess pricing models using contemporary techniques
Analyze model performance; and communicate observations to
internal stakeholders
Utilize both internal and external data sources while using
innovative techniques to improve your analysis
Manage and develop junior level team members
Cross functional collaboration
Qualifications

A minimum of twelve (12) years of work experience in Property and
Casualty (P&C) Insurance
Advanced skill in creating; proving; and implementing analytical
techniques to solve business related problems
R and Python skills
Ideadatation of new products and ability to support product
improvements
Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Lead Actuary - InsurTech,519728,Hippo Insurance,10-13-20,Palo Alto; CA,Inactive,Full Time,jacobgalecki,"Our Northern California InsurTech client is seeking a Lead
Actuary to sit in Silicon Valley and report to the head of
actuarial; underwriting; risk management; and product management.
In this role; you will be setting the strategy and taking a hands
on approach to create new insurance products; manage pricing
strategies and profitability.

This role is ideal for someone who is currently in a product or
underwriting role; perhaps you even tried out being an actuary in
a traditional environment and determined it wasn't the right fit.
Since you'll be #2 in command; having a strong vision of how risk
management flows and engaging your team will be critical. This is
a start-up environment; so it's paramount to produce good work
quickly that is error free; which no doubt you'll have under
control because you'll be #2!

Responsibilities:

* You will create frameworks and conduct thorough analyses for
pricing and underwriting profitability reviews which will include
robust; analytical; demonstration of knowledge in trends;
competitive intelligence and risk management
* You will have a strong understanding of the products and
geographies you support which translates into managing the
portfolio; design and rate filings in ways that maintain
profitability and expand the current offerings
* You will be up to data on regulatory requirements to ensure
pricing guidelines and filings are in compliance
* You will manage close relationships with your team and
actuarial vendors; providing regular guidance and inspiration
* You have the tact to work well with others in different
departments; for example: Sales; Marketing; Finance; Compliance;
Technology; Operations teams
* You believe in using the best modeling and data science
techniques influenced by data both internally and externally; to
support underwriting and pricing in the filing process
* You will always have process efficiency top of mind; leveraging
technology that supports scalability in a lean environment

Qualifications:

Qualified candidates should have at least 7 years of experience
in the insurance actuarial field; demonstrated people management
and leadership skills; detailed understanding of pricing and
trends; project management and problem solving experience;
proficiency in languages like R; SAS; STATA; Homeowners
experiences is a plus

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.

Our Northern California InsurTech client is seeking a Lead
Actuary to sit in Silicon Valley and report to the head of
actuarial; underwriting; risk management; and product management.
In this role; you will be setting the strategy and taking a hands
on approach to create new insurance products; manage pricing
strategies and profitability.

This role is ideal for someone who is currently in a product or
underwriting role; perhaps you even tried out being an actuary in
a traditional environment and determined it wasn't the right fit.
Since you'll be #2 in command; having a strong vision of how risk
management flows and engaging your team will be critical. This is
a start-up environment; so it's paramount to produce good work
quickly that is error free; which no doubt you'll have under
control because you'll be #2!

Responsibilities:

You will create frameworks and conduct thorough analyses for
pricing and underwriting profitability reviews which will include
robust; analytical; demonstration of knowledge in trends;
competitive intelligence and risk management
You will have a strong understanding of the products and
geographies you support which translates into managing the
portfolio; design and rate filings in ways that maintain
profitability and expand the current offerings
You will be up to data on regulatory requirements to ensure
pricing guidelines and filings are in compliance
You will manage close relationships with your team and actuarial
vendors; providing regular guidance and inspiration
You have the tact to work well with others in different
departments; for example: Sales; Marketing; Finance; Compliance;
Technology; Operations teams
You believe in using the best modeling and data science
techniques influenced by data both internally and externally; to
support underwriting and pricing in the filing process
You will always have process efficiency top of mind; leveraging
technology that supports scalability in a lean environment
Qualifications:

Qualified candidates should have at least 7 years of experience
in the insurance actuarial field; demonstrated people management
and leadership skills; detailed understanding of pricing and
trends; project management and problem solving experience;
proficiency in languages like R; SAS; STATA; Homeowners
experiences is a plus

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary,519986,Pinnacle Actuarial Resources,11-5-20,Chicago; IL,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Consulting
Actuary to join its team. In this role you will work with a
variety of clients including insurers; reinsurers; captives; and
risk retention groups to provide solutions and insights. Our
client is an industry-leading consultancy; and this is a great
opportunity for someone that wants to work with some of the most
talented actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions and
insights

Qualifications:
You should have at least four (4) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Consulting
Actuary to join its team. In this role you will work with a
variety of clients including insurers; reinsurers; captives; and
risk retention groups to provide solutions and insights. Our
client is an industry-leading consultancy; and this is a great
opportunity for someone that wants to work with some of the most
talented actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions and
insights Qualifications:
You should have at least four (4) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary - Predictive Modeling,519979,Pinnacle Actuarial Resources,7-14-20,Chicago; IL,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions and
insights using predictive modeling

Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions and
insights using predictive modeling Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary - Medical Malpractice,519882,Pinnacle Actuarial Resources,7-14-20,Chicago; IL,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Medical
Professional Liability actuary to join its team. In this role you
will work with a variety of clients including hospitals;
insurers; captives; and physician groups to provide solutions to
manage medical professional exposures. Our client is an
industry-leading consultancy; and this is a great opportunity for
someone that wants to work with some of the most talented
actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions
including Reserve Analysis; Pricing Reviews; Enterprise Risk
Modeling (ERM); and Predictive Analytics

Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have at
least two years of Medical Professional Liability (Medical
Malpractice / MedMal) expereince.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Medical
Professional Liability actuary to join its team. In this role you
will work with a variety of clients including hospitals;
insurers; captives; and physician groups to provide solutions to
manage medical professional exposures. Our client is an
industry-leading consultancy; and this is a great opportunity for
someone that wants to work with some of the most talented
actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions
including Reserve Analysis; Pricing Reviews; Enterprise Risk
Modeling (ERM); and Predictive Analytics Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have at
least two years of Medical Professional Liability (Medical
Malpractice / MedMal) expereince.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary - Medical Malpractice,519736,Pinnacle Actuarial Resources,7-14-20,Atlanta; GA,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Medical
Professional Liability actuary to join its team. In this role you
will work with a variety of clients including hospitals;
insurers; captives; and physician groups to provide solutions to
manage medical professional exposures. Our client is an
industry-leading consultancy; and this is a great opportunity for
someone that wants to work with some of the most talented
actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions
including Reserve Analysis; Pricing Reviews; Enterprise Risk
Modeling (ERM); and Predictive Analytics

Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have at
least two years of Medical Professional Liability (Medical
Malpractice / MedMal) expereince.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Medical
Professional Liability actuary to join its team. In this role you
will work with a variety of clients including hospitals;
insurers; captives; and physician groups to provide solutions to
manage medical professional exposures. Our client is an
industry-leading consultancy; and this is a great opportunity for
someone that wants to work with some of the most talented
actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions
including Reserve Analysis; Pricing Reviews; Enterprise Risk
Modeling (ERM); and Predictive Analytics Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have at
least two years of Medical Professional Liability (Medical
Malpractice / MedMal) expereince.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary - Predictive Modeling,519946,Pinnacle Actuarial Resources,7-14-20,Atlanta; GA,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions and
insights using predictive modeling

Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions and
insights using predictive modeling Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary,519852,Pinnacle Actuarial Resources,11-5-20,Atlanta; GA,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Consulting
Actuary to join its team. In this role you will work with a
variety of clients including insurers; reinsurers; captives; and
risk retention groups to provide solutions and insights. Our
client is an industry-leading consultancy; and this is a great
opportunity for someone that wants to work with some of the most
talented actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions and
insights

Qualifications:
You should have at least four (4) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Consulting
Actuary to join its team. In this role you will work with a
variety of clients including insurers; reinsurers; captives; and
risk retention groups to provide solutions and insights. Our
client is an industry-leading consultancy; and this is a great
opportunity for someone that wants to work with some of the most
talented actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions and
insights Qualifications:
You should have at least four (4) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
Consulting Actuary - Predictive Modeling,520109,Pinnacle Actuarial Resources,7-14-20,San Francisco; CA,Inactive,Full Time,Austin Jared,"Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

* You will work with fellow consultants to develop new clients
and assist with servicing existing clients looking for ways to
cross sell services to optimize revenue
* You will assist in managing the book of business and junior
members of staff
* You will partner closely with clients to provide solutions and
insights using predictive modeling

Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI.Hi; Welcome!

And yes; our client is hiring in the corona economy / COVID-19
economy. We recognize this is a stressful time for everyone;
including you; and we want to try to make things as easy and
transparent as possible. During this time we are keeping regular;
open; and honest communication with our clients; getting answers
to questions on their hiring process; offer process; and
onboarding process. We are happy to share this information with
you during informational conversations and answer any additional
questions you have.

Ready to learn more?

Our Property & Casualty consulting client is seeking a Predictive
Modeling / Data Science Actuary to join its team. In this role
you will work with a variety of clients including insurers;
reinsurers; captives; and risk retention groups to provide
solutions and insights using predictive analytics and data
science. Our client is an industry-leading consultancy; and this
is a great opportunity for someone that wants to work with some
of the most talented actuaries in the US.

Responsibilities:

You will work with fellow consultants to develop new clients and
assist with servicing existing clients looking for ways to cross
sell services to optimize revenue
You will assist in managing the book of business and junior
members of staff
You will partner closely with clients to provide solutions and
insights using predictive modeling Qualifications:
You should have at least six (6) years of property & casualty
actuarial experience and be an Associate of the Casualty
Actuarial Society (ACAS); FCAS preferred. You should have
substantial predictive analytics and/or data science experience.
Proficiency in Python and/or R is required.

Galecki Search Associates is a boutique search firm offering a
customer-centric; bespoke recruitment experience to actuaries;
data scientists; analytics professionals; and to those that hire
them. Contact us at contact@galeckisearch.com or 844.425.3254 /
844.GALECKI."
